#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
44200003164 76734240979 3844188 2103802 
44300010889 76918834280 3848455 2106713 
44400002490 77113443141 3853007 2109872 
44500010309 77287403725 3857674 2113040 
44600007051 77465353376 3862005 2116036 
44700006683 77655026340 3866677 2119137 
44800009810 77832581631 3870765 2121609 
44900009200 78012071121 3874802 2124493 
45000010680 78216697102 3879409 2127439 
45100003041 78377884253 3883390 2130401 
45200007270 78566093509 3887544 2132988 
45300004107 78747961740 3891954 2135769 
45400003187 78954570758 3896272 2138538 
45500010954 79122874036 3900676 2141320 
45600012581 79319132112 3905017 2144032 
45700009999 79469130661 3908982 2146676 
45800009236 79649158842 3913106 2149078 
45900010636 79824106787 3917466 2151848 
46000008687 80020480610 3922085 2154732 
46100003267 80214238315 3926370 2157712 
46200009842 80439387954 3931567 2161111 
46300003667 80598763699 3935146 2163177 
46400003011 80768694852 3939216 2165930 
46500002675 80947736470 3943698 2168861 
46600003977 81176458080 3948468 2172324 
46700008235 81358443742 3952338 2174881 
46800010263 81515789512 3956232 2177602 
46900009898 81718855686 3960729 2180852 
47000002723 81886352365 3964940 2183875 
47100009745 82073722913 3969107 2186953 
47200002889 82240067078 3972867 2189547 
47300012328 82406008650 3976874 2192298 
47400009165 82623293853 3981581 2195520 
47500008338 82820373594 3985870 2198292 
47600014312 82995260848 3990103 2201238 
47700009778 83168633729 3993914 2203596 
47800010515 83379755434 3998465 2206502 
47900011787 83569685340 4002693 2209328 
48000008054 83756729559 4006826 2212091 
48100008759 83921266255 4010194 2214308 
48200007435 84140583174 4014968 2217443 
48300013625 84336344848 4018629 2219548 
48400009235 84523653347 4022571 2222235 
48500003186 84701852517 4026011 2224423 
48600003236 84899272932 4030490 2227354 
48700008141 85083359506 4034338 2230148 
48800010015 85281942560 4038717 2233100 
48900007453 85470842094 4042530 2235650 
49000010382 85647631196 4046826 2238512 
49100003661 85850819740 4051055 2241159 
49200007195 86035451935 4055410 2243909 
49300010461 86211981274 4059329 2246421 
49400007361 86388219008 4063174 2249158 
49500010016 86599028429 4067458 2252091 
49600010950 86808748363 4071873 2255355 
49700004579 86976718499 4075815 2257963 
49800009785 87143039315 4079389 2260235 
49900008371 87351356066 4083543 2262700 
50000006500 87567262911 4088339 2265627 
50100003235 87775722949 4093072 2268830 
50200006208 88000875014 4097783 2271876 
50300003390 88177140033 4102078 2274479 
50400002886 88404001312 4106983 2277580 
50500009510 88598363837 4111186 2280361 
50600003200 88801593713 4115463 2283146 
50700008398 89021193148 4119683 2285887 
50800003110 89237650720 4124276 2288851 
50900003269 89427896429 4128078 2291258 
51000003649 89601374015 4132189 2293676 
51100011318 89788953895 4135955 2296002 
51200003186 89978187552 4139981 2298615 
51300003228 90165229721 4143479 2300662 
51400003578 90386377674 4147951 2303632 
51500010811 90593023165 4151889 2306065 
51600014549 90762625332 4155814 2308543 
51700002837 90962590619 4160660 2311164 
51800006756 91143924881 4164915 2314022 
51900002695 91334063731 4168840 2316459 
52000003244 91538366958 4173388 2319428 
52100002830 91744953389 4177681 2322404 
52200006454 91924542045 4181621 2324993 
52300008738 92121605553 4186074 2327843 
52400003074 92312536693 4189861 2330130 
52500007487 92529830369 4194375 2332846 
52600009062 92754388455 4198712 2335590 
52700009179 92930270533 4202549 2338226 
52800002890 93133256562 4206278 2340258 
52900009590 93310937519 4210357 2343072 
53000003617 93526834683 4214266 2345478 
53100003238 93757351384 4219003 2348660 
